"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1850,2.20244,NA,NA,61.3,"Daycent","5_51",5,5,1
1851,2.77339111111111,NA,NA,62.2,"Daycent","5_51",5,5,1
1852,2.32533333333333,NA,NA,60,"Daycent","5_51",5,5,1
1853,1.95797333333333,NA,NA,58,"Daycent","5_51",5,5,1
1854,2.20792666666667,NA,NA,56.2,"Daycent","5_51",5,5,1
1855,2.06752,NA,NA,54.4,"Daycent","5_51",5,5,1
1856,1.82562444444444,NA,NA,52.5,"Daycent","5_51",5,5,1
1857,1.92157333333333,NA,NA,51.1,"Daycent","5_51",5,5,1
1858,2.36107333333333,NA,NA,49.5,"Daycent","5_51",5,5,1
1859,2.05798888888889,NA,NA,48,"Daycent","5_51",5,5,1
1860,1.53233555555556,NA,NA,46.7,"Daycent","5_51",5,5,1
1861,2.07053555555556,NA,NA,45.4,"Daycent","5_51",5,5,1
1862,1.69753111111111,NA,NA,44.2,"Daycent","5_51",5,5,1
1863,1.39585333333333,NA,NA,43.1,"Daycent","5_51",5,5,1
1864,1.51909333333333,NA,NA,42.1,"Daycent","5_51",5,5,1
1865,1.81007333333333,NA,NA,41.2,"Daycent","5_51",5,5,1
1866,1.58126666666667,NA,NA,40.2,"Daycent","5_51",5,5,1
1867,1.41413777777778,NA,NA,39.3,"Daycent","5_51",5,5,1
1868,1.6243,NA,NA,38.5,"Daycent","5_51",5,5,1
1869,1.17155333333333,NA,NA,37.6,"Daycent","5_51",5,5,1
1870,1.47444444444444,NA,NA,36.8,"Daycent","5_51",5,5,1
1871,1.51786888888889,NA,NA,35.9,"Daycent","5_51",5,5,1
1872,1.54310222222222,NA,NA,35.3,"Daycent","5_51",5,5,1
1873,1.22398444444444,NA,NA,34.6,"Daycent","5_51",5,5,1
1874,1.07379777777778,NA,NA,33.9,"Daycent","5_51",5,5,1
1875,1.10433333333333,NA,NA,33.3,"Daycent","5_51",5,5,1
1876,1.41149777777778,NA,NA,32.8,"Daycent","5_51",5,5,1
1877,1.7719,NA,NA,32.2,"Daycent","5_51",5,5,1
1878,1.71181777777778,NA,NA,31.8,"Daycent","5_51",5,5,1
1879,1.72469777777778,NA,NA,31.3,"Daycent","5_51",5,5,1
1880,1.39968,NA,NA,30.9,"Daycent","5_51",5,5,1
1881,1.23290444444444,NA,NA,30.5,"Daycent","5_51",5,5,1
1882,1.32137333333333,NA,NA,30.2,"Daycent","5_51",5,5,1
1883,1.33670222222222,NA,NA,29.8,"Daycent","5_51",5,5,1
1884,1.19723111111111,NA,NA,29.4,"Daycent","5_51",5,5,1
1885,1.16140888888889,NA,NA,29.1,"Daycent","5_51",5,5,1
1886,1.45442666666667,NA,NA,28.8,"Daycent","5_51",5,5,1
1887,1.31829777777778,NA,NA,28.5,"Daycent","5_51",5,5,1
1888,1.04444444444444,NA,NA,28.2,"Daycent","5_51",5,5,1
1889,1.40185333333333,NA,NA,27.9,"Daycent","5_51",5,5,1
1890,1.19545555555556,NA,NA,27.6,"Daycent","5_51",5,5,1
1891,1.01716666666667,NA,NA,27.4,"Daycent","5_51",5,5,1
1892,1.15322888888889,NA,NA,27.2,"Daycent","5_51",5,5,1
