"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
"1850",NA,NA,NA,"59.2602","RothC","3_44","3","4","4"
"1851",NA,NA,NA,"57.9536","RothC","3_44","3","4","4"
"1852",NA,NA,NA,"56.2528","RothC","3_44","3","4","4"
"1853",NA,NA,NA,"54.8058","RothC","3_44","3","4","4"
"1854",NA,NA,NA,"53.5581","RothC","3_44","3","4","4"
"1855",NA,NA,NA,"52.4158","RothC","3_44","3","4","4"
"1856",NA,NA,NA,"51.4024","RothC","3_44","3","4","4"
"1857",NA,NA,NA,"50.4843","RothC","3_44","3","4","4"
"1858",NA,NA,NA,"49.6617","RothC","3_44","3","4","4"
"1859",NA,NA,NA,"48.9087","RothC","3_44","3","4","4"
"1860",NA,NA,NA,"48.2313","RothC","3_44","3","4","4"
"1861",NA,NA,NA,"47.5719","RothC","3_44","3","4","4"
"1862",NA,NA,NA,"46.9766","RothC","3_44","3","4","4"
"1863",NA,NA,NA,"46.4281","RothC","3_44","3","4","4"
"1864",NA,NA,NA,"45.8942","RothC","3_44","3","4","4"
"1865",NA,NA,NA,"45.3912","RothC","3_44","3","4","4"
"1866",NA,NA,NA,"44.9227","RothC","3_44","3","4","4"
"1867",NA,NA,NA,"44.4664","RothC","3_44","3","4","4"
"1868",NA,NA,NA,"44.0255","RothC","3_44","3","4","4"
"1869",NA,NA,NA,"43.6006","RothC","3_44","3","4","4"
"1870",NA,NA,NA,"43.1763","RothC","3_44","3","4","4"
"1871",NA,NA,NA,"42.7871","RothC","3_44","3","4","4"
"1872",NA,NA,NA,"42.414","RothC","3_44","3","4","4"
"1873",NA,NA,NA,"42.0497","RothC","3_44","3","4","4"
"1874",NA,NA,NA,"41.6632","RothC","3_44","3","4","4"
"1875",NA,NA,NA,"41.2839","RothC","3_44","3","4","4"
"1876",NA,NA,NA,"40.9223","RothC","3_44","3","4","4"
"1877",NA,NA,NA,"40.6036","RothC","3_44","3","4","4"
"1878",NA,NA,NA,"40.3068","RothC","3_44","3","4","4"
"1879",NA,NA,NA,"39.9978","RothC","3_44","3","4","4"
"1880",NA,NA,NA,"39.6918","RothC","3_44","3","4","4"
"1881",NA,NA,NA,"39.3559","RothC","3_44","3","4","4"
"1882",NA,NA,NA,"39.0558","RothC","3_44","3","4","4"
"1883",NA,NA,NA,"38.7253","RothC","3_44","3","4","4"
"1884",NA,NA,NA,"38.4144","RothC","3_44","3","4","4"
"1885",NA,NA,NA,"38.1054","RothC","3_44","3","4","4"
"1886",NA,NA,NA,"37.7899","RothC","3_44","3","4","4"
